00027511-1fd9-424c-a199-1d919eeb5e40,0,0
0003a056-8629-416f-90e0-0037a01a8c53,0,0
00108852-147a-460f-a205-5a0ddebeda61,1,1
0015405a-1fc6-4918-bca4-4ffcae58d742,0,0
001728bc-ade3-40b4-803d-355c72ad45d2,1,0
001ab206-8354-4f0a-bc86-319264f515a4,0,0
001cc107-5e65-4d11-99a5-5f4dfd8f6c68,0,0
001e2269-584d-4776-b11a-5f2b0f34737a,0,0
001fd544-5b08-4bde-be84-1a9f6a5cd0ce,0,0
0021e285-5ae3-462e-87b5-0a69c62046c4,0,0
0028e07b-3b1a-496d-bdc9-08a9edee92e6,1,1
002e8b88-9aa3-41a4-ba33-5c1da147e09b,0,0
0031ff85-4ecb-452d-9767-1551c55ede22,0,0
003797cb-0a50-4159-9363-5b0ba2c64c5e,0,0
003886a1-c89e-4c53-86a2-5edb98e9aa5e,0,0
003aaede-aecc-4ed3-8854-06dbb93ad918,0,0
003c8bb6-d4d1-4984-990a-305d0fbd37bf,0,0
005abeb8-30dc-40b2-a2c8-0eff96e9db87,0,0
005e7ae4-c954-4128-b5d0-3181b924ddc7,0,0
005f4050-047d-4f46-8214-1745306b0235,0,0
00604088-6327-4b64-b28d-4446848c688d,0,0
0060b63e-717e-4e40-abad-01170f1bc850,0,0
00690afb-3bfc-4bba-97ab-5817e54f1b9c,0,0
007318a9-461a-4305-a508-57c94c425da3,0,0
0073d6c6-fc55-462b-838b-24008ea9e2a2,0,0
00748c98-7259-4943-8822-06be421912ac,1,0
007795ad-6644-4b74-8996-11fa4a7f2a5a,0,0
007d02c4-6a7b-48c3-bc57-2bb99c5e78c4,1,0
0080a75a-4c2b-4511-8312-0c8ce2e145d5,0,0
00884258-55a6-4102-970a-09f74c171e92,0,0
00927013-edb7-4581-9a04-4948a8b5f653,0,0
0099fcaa-bfba-4833-b748-333e89d97aea,0,0
009abd72-f2db-4da1-8674-41df6849240e,0,0
00a2a748-e2a7-43bd-9b3c-47787f5bcb20,0,0
00a9e933-27f8-4e0b-8986-1a19ed45cd65,0,0
00b2b606-82d9-4d42-b3a2-28008b3f4143,0,0
